gene_id,gene_name,gene_type,replicated_overall_rank,overall_rank,average_rank,n_withinTop100,Br6522_LC_1_round1_single,Br6522_LC_2_round1_single,Br8153_LC_round2_left,Br8153_LC_round2_right,Br2701_LC_round2_top,Br2701_LC_round2_bottom,Br6522_LC_round3_leftbottom,Br6522_LC_round3_right,Br8079_LC_round3_left,Br8079_LC_round3_right,Br2701_LC_round3_left,Br2701_LC_round3_right,Br8153_LC_round3_left
ENSG00000177954,RPS27,protein_coding,NA,225,316.5384615,3,130,329,154,87,48,81,1660,154,117,151,449,504,251
ENSG00000111775,COX6A1,protein_coding,NA,226,317.3333333,2,302,105,74,221,NA,165,1404,317,102,268,315,481,54
ENSG00000101489,CELF4,protein_coding,NA,227,317.7777778,0,288,147,NA,NA,NA,NA,118,434,224,200,429,199,821
ENSG00000170540,ARL6IP1,protein_coding,NA,228,319.4545455,0,265,218,389,210,NA,NA,627,259,515,423,104,389,115
ENSG00000133169,BEX1,protein_coding,NA,229,320.0909091,2,86,259,193,245,NA,NA,663,67,593,364,218,545,288
ENSG00000166963,MAP1A,protein_coding,NA,230,320.6,1,235,210,475,NA,NA,NA,75,252,563,572,400,114,310
ENSG00000260032,NORAD,lncRNA,NA,231,320.6666667,1,95,208,442,204,NA,179,676,327,570,353,284,332,178
ENSG00000100097,LGALS1,protein_coding,NA,232,321.8181818,1,549,346,78,156,NA,NA,324,834,109,153,287,501,203
ENSG00000164919,COX6C,protein_coding,NA,233,323.3636364,2,84,134,107,399,NA,NA,648,44,364,430,575,660,112
ENSG00000130294,KIF1A,protein_coding,NA,234,325.6923077,2,111,688,405,360,83,170,992,96,293,455,172,176,233
ENSG00000172809,RPL38,protein_coding,NA,235,329.3333333,0,681,135,244,166,NA,155,465,127,165,252,745,707,110
ENSG00000127184,COX7C,protein_coding,NA,236,330.5,1,131,117,190,396,NA,180,200,1140,312,562,231,433,74
ENSG00000008056,SYN1,protein_coding,NA,237,330.5454545,0,478,114,295,NA,NA,173,218,738,328,152,307,676,157
ENSG00000166681,BEX3,protein_coding,NA,238,332.1818182,1,219,286,343,79,NA,NA,123,123,588,552,593,560,188
ENSG00000102144,PGK1,protein_coding,NA,239,333.8181818,0,210,101,113,109,NA,NA,946,104,536,568,175,220,590
ENSG00000214548,MEG3,lncRNA,NA,240,333.9090909,0,706,698,285,NA,NA,145,153,622,137,189,148,360,230
ENSG00000169567,HINT1,protein_coding,NA,241,335.2,0,203,172,445,322,NA,NA,454,347,415,NA,581,140,273
ENSG00000107742,SPOCK2,protein_coding,NA,242,336.4545455,1,256,326,364,89,NA,NA,351,137,654,477,374,412,261
ENSG00000111907,TPD52L1,protein_coding,NA,243,337,0,NA,NA,NA,NA,NA,NA,NA,337,NA,NA,NA,NA,NA
ENSG00000173786,CNP,protein_coding,NA,244,337.1666667,4,1211,831,38,NA,79,171,35,140,288,197,181,776,99
ENSG00000185787,MORF4L1,protein_coding,NA,245,338.5,2,89,76,340,400,NA,113,608,616,240,471,503,273,333
ENSG00000110651,CD81,protein_coding,NA,246,342.2307692,2,127,769,365,262,58,188,1136,210,181,214,369,509,61
ENSG00000102109,PCSK1N,protein_coding,NA,247,342.5384615,3,179,245,199,383,90,70,1766,146,402,530,44,263,136
ENSG00000148671,ADIRF,protein_coding,NA,248,343.6666667,1,575,NA,NA,NA,NA,NA,395,61,NA,NA,NA,NA,NA
ENSG00000068615,REEP1,protein_coding,NA,249,343.75,2,344,254,NA,NA,NA,NA,630,151,458,NA,32,74,807
ENSG00000140941,MAP1LC3B,protein_coding,NA,250,343.9,0,366,655,314,NA,NA,NA,366,196,505,301,150,235,351
ENSG00000198695,MT-ND6,protein_coding,NA,251,344.1666667,3,207,388,NA,259,68,124,1727,413,135,115,50,544,100
ENSG00000079215,SLC1A3,protein_coding,NA,252,345,3,476,95,NA,NA,NA,NA,506,734,25,18,385,641,225
ENSG00000162734,PEA15,protein_coding,NA,253,345.6923077,2,178,496,531,159,116,93,758,1111,140,65,184,404,259
ENSG00000154645,CHODL,protein_coding,NA,254,346.2,2,1004,NA,NA,NA,NA,NA,390,297,NA,NA,22,18,NA
ENSG00000137726,FXYD6,protein_coding,NA,255,346.2727273,1,150,477,297,187,NA,NA,807,447,641,295,290,38,180
ENSG00000135472,FAIM2,protein_coding,NA,256,347,1,137,98,192,112,NA,NA,683,253,428,627,500,282,505
ENSG00000145147,SLIT2,protein_coding,NA,257.5,348,0,NA,NA,NA,NA,NA,NA,NA,348,NA,NA,NA,NA,NA
ENSG00000159713,TPPP3,protein_coding,NA,257.5,348,2,683,NA,NA,142,NA,NA,81,209,49,114,435,469,950
ENSG00000158859,ADAMTS4,protein_coding,NA,259,350,0,NA,NA,NA,NA,NA,NA,NA,NA,350,NA,NA,NA,NA
ENSG00000112531,QKI,protein_coding,NA,260,351.3076923,1,1128,215,323,111,41,217,213,382,261,396,453,711,116
ENSG00000183044,ABAT,protein_coding,NA,261,351.5454545,3,90,153,264,416,NA,NA,161,1545,514,470,46,22,186
ENSG00000153130,SCOC,protein_coding,NA,262,352.1666667,1,381,304,398,98,NA,125,251,217,497,341,408,664,542
ENSG00000108953,YWHAE,protein_coding,NA,263,353.8333333,2,118,100,188,295,NA,102,1460,524,317,299,348,413,82
ENSG00000147588,PMP2,protein_coding,NA,264,354.9090909,1,234,739,NA,110,NA,187,214,533,316,579,377,527,88
ENSG00000141367,CLTC,protein_coding,NA,265,355.7,0,417,127,320,407,NA,NA,235,325,674,NA,398,179,475
ENSG00000067057,PFKP,protein_coding,NA,267,356,0,232,581,477,202,NA,NA,223,701,449,NA,207,272,216
ENSG00000220205,VAMP2,protein_coding,NA,267,356,2,138,553,291,116,NA,NA,1445,32,227,404,441,35,234
ENSG00000108256,NUFIP2,protein_coding,NA,267,356,0,NA,NA,NA,NA,NA,NA,NA,356,NA,NA,NA,NA,NA
ENSG00000198918,RPL39,protein_coding,NA,269,356.1818182,0,376,211,422,257,NA,NA,742,201,304,236,466,336,367
ENSG00000166619,BLCAP,protein_coding,NA,270,356.4444444,1,373,714,NA,NA,NA,NA,525,205,457,291,135,95,413
ENSG00000074317,SNCB,protein_coding,NA,271,357.2222222,0,501,336,530,NA,NA,NA,105,172,451,NA,711,228,181
ENSG00000136156,ITM2B,protein_coding,NA,272,357.5454545,2,66,52,324,195,NA,NA,1157,292,287,367,407,538,248
ENSG00000139645,ANKRD52,protein_coding,NA,273,361,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361,NA,NA
ENSG00000086289,EPDR1,protein_coding,NA,274,361.5,2,420,198,238,NA,NA,NA,526,391,406,92,251,92,1001
ENSG00000106991,ENG,protein_coding,NA,275,362,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,362,NA,NA,NA
ENSG00000167468,GPX4,protein_coding,NA,276,365.6666667,0,229,402,426,261,NA,200,644,349,346,342,277,184,728
ENSG00000163032,VSNL1,protein_coding,NA,277,365.7777778,1,264,176,127,171,NA,NA,51,323,809,NA,714,NA,657
ENSG00000233927,RPS28,protein_coding,NA,278,365.8461538,1,221,870,140,343,109,101,673,71,439,264,437,804,284
ENSG00000197694,SPTAN1,protein_coding,NA,279,366.0909091,1,238,159,463,26,NA,NA,209,152,818,368,360,815,419
ENSG00000104904,OAZ1,protein_coding,NA,280,366.8181818,2,228,1000,186,34,NA,NA,139,81,625,467,638,229,408
ENSG00000187514,PTMA,protein_coding,NA,281,367.5833333,0,614,301,541,299,NA,224,274,270,370,157,206,398,757
ENSG00000135940,COX5B,protein_coding,NA,282,368,0,168,162,302,206,NA,NA,830,552,252,428,661,165,322
ENSG00000128683,GAD1,protein_coding,NA,283,368.5,1,362,442,NA,NA,NA,NA,661,9,NA,NA,NA,NA,NA
ENSG00000102287,GABRE,protein_coding,NA,284,369.4,2,1479,NA,108,NA,NA,NA,NA,247,NA,NA,6,7,NA
ENSG00000105290,APLP1,protein_coding,NA,285,371,0,1232,404,245,248,NA,210,140,417,160,222,411,464,299
ENSG00000092964,DPYSL2,protein_coding,NA,286,371.9166667,0,151,291,480,148,NA,196,1018,523,173,378,256,494,355
ENSG00000105697,HAMP,protein_coding,NA,287,372.5,0,NA,NA,NA,NA,NA,NA,NA,NA,161,584,NA,NA,NA
ENSG00000125868,DSTN,protein_coding,NA,288,372.5454545,0,107,103,153,224,NA,NA,384,255,894,269,356,746,607
ENSG00000084234,APLP2,protein_coding,NA,289,372.7777778,1,193,80,333,308,NA,NA,268,125,NA,NA,668,595,785
ENSG00000138078,PREPL,protein_coding,NA,290,373.9166667,2,76,292,379,357,NA,183,1196,754,277,474,134,290,75
ENSG00000180616,SSTR2,protein_coding,NA,291,374.25,1,528,NA,NA,NA,NA,NA,NA,811,NA,NA,112,46,NA
ENSG00000128739,SNRPN,protein_coding,NA,292,374.9,0,108,160,384,192,NA,NA,508,135,838,NA,383,600,441
ENSG00000132563,REEP2,protein_coding,NA,293,377.5,1,697,112,NA,NA,NA,NA,383,359,412,NA,370,75,612
ENSG00000171858,RPS21,protein_coding,NA,294,378.2727273,1,440,467,267,294,NA,NA,545,266,656,206,305,617,98
ENSG00000136942,RPL35,protein_coding,NA,295,378.5,0,266,120,101,290,NA,164,731,1203,152,192,960,134,229
ENSG00000176956,LY6H,protein_coding,NA,296,379,1,1363,200,427,237,NA,NA,183,236,259,335,60,289,580
ENSG00000185567,AHNAK2,protein_coding,NA,297,379.25,1,NA,NA,NA,NA,NA,NA,211,750,NA,NA,59,497,NA
ENSG00000084764,MAPRE3,protein_coding,NA,298,379.6666667,1,1045,293,NA,NA,NA,NA,374,572,441,209,168,41,274
ENSG00000277443,MARCKS,protein_coding,NA,299,381.4,0,325,232,299,NA,NA,NA,839,111,376,480,446,589,117
ENSG00000125355,TMEM255A,protein_coding,NA,300,382,1,268,NA,NA,NA,NA,NA,441,331,601,NA,38,153,842
ENSG00000168824,NSG1,protein_coding,NA,301,382.2,0,218,542,486,284,NA,NA,352,586,637,NA,186,310,221
ENSG00000145248,SLC10A4,protein_coding,NA,302,383.1666667,1,730,890,NA,NA,NA,NA,115,294,NA,NA,240,30,NA
ENSG00000172137,CALB2,protein_coding,NA,303,385.125,1,560,327,146,NA,NA,NA,252,231,438,NA,1037,NA,90
ENSG00000265681,RPL17,protein_coding,NA,304,385.2727273,1,190,735,60,321,NA,NA,467,117,150,183,671,533,811
ENSG00000166448,TMEM130,protein_coding,NA,305,385.6666667,0,449,219,156,123,NA,NA,816,625,NA,NA,228,119,736
ENSG00000156482,RPL30,protein_coding,NA,306,385.75,0,430,434,254,316,NA,234,130,529,176,405,993,354,374
ENSG00000197457,STMN3,protein_coding,NA,307,386.3636364,0,169,267,151,286,NA,NA,321,772,793,639,111,105,636
ENSG00000130255,RPL36,protein_coding,NA,308,386.6666667,2,486,475,456,131,NA,154,1148,76,110,67,269,582,686
ENSG00000099194,SCD,protein_coding,NA,309,386.8461538,3,365,88,36,337,86,204,110,2505,375,290,197,252,184
ENSG00000169181,GSG1L,protein_coding,NA,310,387,0,NA,NA,NA,NA,NA,NA,NA,387,NA,NA,NA,NA,NA
ENSG00000187714,SLC18A3,protein_coding,NA,311,389,0,NA,NA,NA,NA,NA,NA,389,NA,NA,NA,NA,NA,NA
ENSG00000142541,RPL13A,protein_coding,NA,312,389.3846154,3,556,92,261,361,77,172,1177,603,99,107,489,537,531
ENSG00000150594,ADRA2A,protein_coding,NA,313,389.5,1,593,NA,NA,NA,NA,NA,NA,273,NA,NA,76,616,NA
ENSG00000101460,MAP1LC3A,protein_coding,NA,314,390.5454545,0,165,800,411,179,NA,NA,510,407,643,172,215,349,445
ENSG00000126432,PRDX5,protein_coding,NA,315,391.3636364,1,289,273,319,305,NA,NA,148,55,310,456,1084,654,412
ENSG00000173812,EIF1,protein_coding,NA,316.5,393.25,1,389,305,50,364,NA,163,715,219,271,231,875,614,523
ENSG00000125356,NDUFA1,protein_coding,NA,316.5,393.25,1,363,395,221,76,NA,NA,287,245,NA,NA,848,NA,711
ENSG00000137818,RPLP1,protein_coding,NA,318,393.5384615,0,246,908,204,273,114,156,1385,427,124,138,209,725,207
ENSG00000184524,CEND1,protein_coding,NA,319,393.8,0,550,764,345,NA,NA,NA,774,128,368,414,138,110,347
ENSG00000167658,EEF2,protein_coding,NA,320,393.8181818,0,345,324,178,NA,NA,229,1130,199,268,259,584,450,366
ENSG00000196628,TCF4,protein_coding,NA,321,394,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,394,NA,NA,NA
ENSG00000075415,SLC25A3,protein_coding,NA,322,395.7777778,1,100,109,385,395,NA,NA,410,186,NA,NA,967,495,515
ENSG00000124172,ATP5F1E,protein_coding,NA,323,397.1818182,2,119,69,104,46,NA,NA,747,968,447,329,540,756,244
ENSG00000138326,RPS24,protein_coding,NA,324,397.3333333,1,399,541,408,73,NA,214,765,102,416,458,508,448,436
ENSG00000100138,SNU13,protein_coding,NA,325,398.6363636,0,128,444,301,382,NA,NA,155,384,501,351,641,701,397
ENSG00000176046,NUPR1,protein_coding,NA,326,399,0,NA,NA,NA,NA,NA,NA,NA,NA,417,381,NA,NA,NA
ENSG00000106211,HSPB1,protein_coding,NA,327,400,1,631,874,543,40,NA,NA,208,372,290,372,145,316,609
ENSG00000186480,INSIG1,protein_coding,NA,328.5,401,0,348,474,NA,NA,NA,NA,293,654,517,125,136,379,683
ENSG00000180155,LYNX1,protein_coding,NA,328.5,401,0,331,NA,NA,NA,NA,NA,851,355,NA,NA,196,185,488
ENSG00000203879,GDI1,protein_coding,NA,330,401.0833333,1,340,175,520,100,NA,197,892,430,531,620,123,460,425
ENSG00000171724,VAT1L,protein_coding,NA,331,401.3,1,206,649,72,359,NA,NA,823,192,612,NA,259,406,435
ENSG00000159164,SV2A,protein_coding,NA,332,401.5,0,353,406,450,NA,NA,NA,271,155,NA,NA,281,255,1041
ENSG00000139180,NDUFA9,protein_coding,NA,333,402,0,NA,NA,NA,NA,NA,NA,NA,402,NA,NA,NA,NA,NA
ENSG00000166710,B2M,protein_coding,NA,334,402.9166667,1,539,546,360,389,NA,129,660,243,103,88,698,659,421
ENSG00000130770,ATP5IF1,protein_coding,NA,335.5,404.8571429,0,311,389,308,301,NA,NA,403,225,NA,NA,NA,NA,897
ENSG00000163618,CADPS,protein_coding,NA,335.5,404.8571429,0,349,126,NA,NA,NA,NA,433,517,NA,NA,862,103,444
ENSG00000162706,CADM3,protein_coding,NA,337,405.4444444,0,814,310,NA,NA,NA,NA,353,555,554,352,159,231,321
ENSG00000186868,MAPT,protein_coding,NA,338,406.25,1,240,106,NA,NA,NA,NA,502,1068,791,NA,183,82,278
ENSG00000105568,PPP2R1A,protein_coding,NA,339,406.4166667,1,269,260,149,219,NA,109,1210,1400,155,519,66,132,389
ENSG00000117906,RCN2,protein_coding,NA,340,406.6666667,0,261,308,NA,NA,NA,NA,450,728,659,148,349,171,586
ENSG00000145592,RPL37,protein_coding,NA,341,407.7692308,1,308,347,452,313,101,193,1304,80,183,267,904,672,177
ENSG00000256618,MTRNR2L1,protein_coding,NA,342,408,4,152,116,34,176,42,82,1945,423,854,321,513,606,40
ENSG00000107130,NCS1,protein_coding,NA,343,409.1111111,1,856,450,NA,NA,NA,NA,379,689,534,287,188,71,228
ENSG00000085063,CD59,protein_coding,NA,344,412.1818182,0,276,798,353,268,NA,NA,616,745,305,273,445,236,219
ENSG00000022355,GABRA1,protein_coding,NA,345,412.6,0,531,161,NA,NA,NA,NA,459,605,NA,NA,NA,NA,307
ENSG00000164733,CTSB,protein_coding,NA,346,413,1,565,355,NA,NA,NA,NA,335,275,69,122,710,772,514
ENSG00000170296,GABARAP,protein_coding,NA,347,413.9090909,1,487,892,256,269,NA,NA,551,544,340,234,364,67,549
ENSG00000169992,NLGN2,protein_coding,NA,348,414,0,NA,NA,NA,NA,NA,NA,NA,414,NA,NA,NA,NA,NA
ENSG00000261115,TMEM178B,protein_coding,NA,349,415,0,NA,NA,NA,NA,NA,NA,NA,415,NA,NA,NA,NA,NA
ENSG00000139644,TMBIM6,protein_coding,NA,350,415.3,2,250,569,516,NA,NA,NA,1290,315,94,61,366,281,411
ENSG00000169020,ATP5ME,protein_coding,NA,351,416.25,1,566,253,82,274,NA,236,371,522,483,397,649,787,375
ENSG00000170091,NSG2,protein_coding,NA,352,418,0,164,285,184,282,NA,NA,1203,847,567,NA,245,172,231
ENSG00000250722,SELENOP,protein_coding,NA,353,419.7,2,1503,110,44,NA,NA,NA,109,767,238,147,337,858,84
ENSG00000139116,KIF21A,protein_coding,NA,354,420.3,1,332,445,215,NA,NA,NA,76,1300,263,226,413,139,794
ENSG00000117410,ATP6V0B,protein_coding,NA,355,420.4545455,0,323,629,216,NA,NA,168,944,330,469,195,358,217,776
ENSG00000109475,RPL34,protein_coding,NA,356,421.25,0,251,150,136,367,NA,161,1283,403,144,305,761,702,392
ENSG00000167191,GPRC5B,protein_coding,NA,357,421.3636364,0,439,586,NA,186,NA,206,381,540,507,418,571,471,330
ENSG00000134590,RTL8C,protein_coding,NA,358,421.9090909,1,310,73,494,152,NA,NA,311,1270,492,508,569,301,161
ENSG00000154518,ATP5MC3,protein_coding,NA,359.5,422,2,153,152,372,198,NA,NA,73,48,783,NA,995,782,664
ENSG00000163961,RNF168,protein_coding,NA,359.5,422,0,NA,NA,NA,NA,NA,NA,NA,422,NA,NA,NA,NA,NA
ENSG00000114573,ATP6V1A,protein_coding,NA,361,424.2222222,1,298,298,161,NA,NA,NA,1066,771,192,NA,392,65,575
ENSG00000099860,GADD45B,protein_coding,NA,362.5,425,0,NA,NA,NA,NA,NA,NA,NA,NA,425,NA,NA,NA,NA
ENSG00000153902,LGI4,protein_coding,NA,362.5,425,0,NA,NA,NA,NA,NA,NA,NA,NA,303,547,NA,NA,NA
ENSG00000105220,GPI,protein_coding,NA,364,425.3636364,1,254,167,460,NA,NA,83,762,814,584,546,329,211,469
ENSG00000213585,VDAC1,protein_coding,NA,365,425.6,0,315,459,NA,NA,NA,NA,776,177,NA,NA,NA,NA,401
ENSG00000113558,SKP1,protein_coding,NA,366,426,0,122,544,135,349,NA,228,1546,282,404,506,193,505,298
ENSG00000108107,RPL28,protein_coding,NA,367,426.6153846,1,616,710,259,28,111,133,444,881,381,317,376,550,740
ENSG00000244274,DBNDD2,protein_coding,NA,368,426.7272727,1,1336,727,32,NA,NA,233,150,220,128,174,775,786,133
ENSG00000158560,DYNC1I1,protein_coding,NA,369,427.375,0,354,924,NA,NA,NA,NA,295,677,190,NA,160,238,581
ENSG00000179222,MAGED1,protein_coding,NA,370,427.5555556,0,211,862,447,178,NA,NA,284,922,NA,NA,372,224,348
ENSG00000144834,TAGLN3,protein_coding,NA,371,428.3,0,380,374,404,NA,NA,NA,281,428,442,603,300,357,714
ENSG00000168159,RNF187,protein_coding,NA,372,429.2222222,0,477,348,NA,NA,NA,NA,598,404,254,380,481,125,796
ENSG00000205364,MT1M,protein_coding,NA,373,429.7142857,1,1158,NA,NA,NA,NA,NA,445,408,401,357,180,NA,59
ENSG00000165943,MOAP1,protein_coding,NA,374,431.625,1,244,82,292,NA,NA,NA,420,942,NA,NA,851,237,385
ENSG00000091592,NLRP1,protein_coding,NA,375,433.125,0,236,266,NA,NA,NA,NA,300,554,727,NA,953,146,283
ENSG00000224078,SNHG14,lncRNA,NA,376,433.4,0,472,422,476,NA,NA,NA,561,318,672,338,491,253,331
ENSG00000134308,YWHAQ,protein_coding,NA,377,437.25,1,263,194,497,94,NA,114,991,336,361,401,544,480,972
ENSG00000168309,FAM107A,protein_coding,NA,378,437.75,2,813,NA,NA,NA,NA,NA,896,176,65,54,238,715,545
ENSG00000131143,COX4I1,protein_coding,NA,379,439,1,154,154,84,260,NA,199,400,160,891,596,974,736,660
ENSG00000174136,RGMB,protein_coding,NA,380,439.2,1,797,NA,NA,NA,NA,NA,160,964,NA,NA,235,40,NA
ENSG00000196683,TOMM7,protein_coding,NA,381,439.8,0,305,350,148,254,NA,NA,221,645,711,393,1062,NA,309
ENSG00000167526,RPL13,protein_coding,NA,382,441.1538462,2,196,534,305,163,81,202,2239,612,120,76,266,499,442
ENSG00000166033,HTRA1,protein_coding,NA,383,441.5833333,0,336,204,284,373,NA,158,532,985,740,438,438,275,536
ENSG00000197956,S100A6,protein_coding,NA,384,442.7272727,0,402,783,159,314,NA,NA,187,339,367,320,837,529,633
ENSG00000142937,RPS8,protein_coding,NA,385,443.75,0,444,181,386,238,NA,230,1577,162,331,165,738,306,567
ENSG00000132471,WBP2,protein_coding,NA,386,444.0833333,0,482,950,469,352,NA,104,696,249,638,494,216,151,528
ENSG00000197102,DYNC1H1,protein_coding,NA,387,444.5454545,0,372,413,351,297,NA,NA,516,341,574,424,318,792,492
ENSG00000126247,CAPNS1,protein_coding,NA,388,444.6363636,0,525,456,235,NA,NA,186,1237,549,427,540,219,222,295
ENSG00000133083,DCLK1,protein_coding,NA,389,445,2,993,512,NA,NA,NA,NA,688,513,75,62,166,113,883
ENSG00000178980,SELENOW,protein_coding,NA,390,446.9230769,1,124,224,174,249,37,216,1929,1177,503,453,122,489,113
ENSG00000100823,APEX1,protein_coding,NA,391,448,0,NA,NA,NA,NA,NA,NA,NA,448,NA,NA,NA,NA,NA
ENSG00000180354,MTURN,protein_coding,NA,392,448.1818182,1,1244,401,383,NA,NA,225,77,698,147,260,254,758,483
ENSG00000112972,HMGCS1,protein_coding,NA,393,448.4285714,0,720,518,NA,NA,NA,NA,263,458,NA,NA,211,225,744
ENSG00000140391,TSPAN3,protein_coding,NA,394,448.5833333,1,318,427,335,35,NA,103,2023,409,356,102,920,192,163
ENSG00000104112,SCG3,protein_coding,NA,395,448.8,0,312,636,NA,NA,NA,NA,437,380,NA,NA,NA,NA,479
ENSG00000164587,RPS14,protein_coding,NA,396,448.9166667,0,280,277,275,380,NA,185,1514,343,214,403,530,827,159
ENSG00000219200,RNASEK,protein_coding,NA,397,449.2,0,406,788,196,328,NA,NA,511,232,817,NA,518,286,410
ENSG00000143546,S100A8,protein_coding,NA,398,449.5,0,NA,NA,NA,NA,NA,NA,NA,NA,421,478,NA,NA,NA
ENSG00000177432,NAP1L5,protein_coding,NA,399,449.5454545,0,358,216,473,101,NA,NA,859,832,389,425,242,201,849
ENSG00000168913,ENHO,protein_coding,NA,400,450.2,0,428,909,NA,NA,107,NA,1058,329,283,118,476,692,102
ENSG00000087258,GNAO1,protein_coding,NA,401,450.3333333,1,379,592,NA,NA,NA,NA,870,496,475,276,539,50,376
ENSG00000142534,RPS11,protein_coding,NA,402,450.5454545,0,320,396,217,332,NA,NA,1488,469,197,275,292,698,272
ENSG00000102226,USP11,protein_coding,NA,403,450.7272727,1,401,93,230,247,NA,NA,1425,492,669,490,220,245,446
ENSG00000132702,HAPLN2,protein_coding,NA,404.5,451,0,NA,NA,NA,NA,NA,NA,NA,777,180,337,510,NA,NA
ENSG00000178719,GRINA,protein_coding,NA,404.5,451,0,222,230,294,NA,NA,NA,179,470,511,NA,683,580,890
ENSG00000185043,CIB1,protein_coding,NA,406,452,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,452,NA,NA,NA
ENSG00000137497,NUMA1,protein_coding,NA,407.5,453,0,NA,NA,NA,NA,NA,NA,NA,453,NA,NA,NA,NA,NA
ENSG00000111275,ALDH2,protein_coding,NA,407.5,453,0,551,680,NA,NA,NA,NA,233,191,489,NA,845,466,169
ENSG00000115762,PLEKHB2,protein_coding,NA,409,453.1818182,0,369,417,400,374,NA,NA,636,241,650,570,483,311,534
ENSG00000156976,EIF4A2,protein_coding,NA,410,453.3636364,0,105,223,390,118,NA,NA,1025,240,766,640,425,487,568
ENSG00000136750,GAD2,protein_coding,NA,411,454.5,0,859,177,NA,NA,NA,NA,669,113,NA,NA,NA,NA,NA
ENSG00000033627,ATP6V0A1,protein_coding,NA,412,454.8,1,1281,353,470,NA,NA,NA,188,187,884,416,326,25,418
ENSG00000151729,SLC25A4,protein_coding,NA,413.5,457,0,382,749,317,NA,NA,NA,275,234,NA,NA,716,NA,526
ENSG00000077080,ACTL6B,protein_coding,NA,413.5,457,0,NA,NA,NA,NA,NA,NA,NA,457,NA,NA,NA,NA,NA
ENSG00000086300,SNX10,protein_coding,NA,415,457.4444444,1,454,571,NA,NA,NA,NA,798,953,374,343,118,13,493
ENSG00000108946,PRKAR1A,protein_coding,NA,416,458,0,453,170,236,NA,NA,NA,923,283,687,399,467,445,517
ENSG00000214113,LYRM4,protein_coding,NA,417.5,459,0,NA,NA,NA,NA,NA,NA,NA,459,NA,NA,NA,NA,NA
ENSG00000172348,RCAN2,protein_coding,NA,417.5,459,0,568,180,NA,NA,NA,NA,206,570,NA,NA,NA,NA,771
ENSG00000112306,RPS12,protein_coding,NA,419,460.7692308,0,390,790,234,381,112,221,549,970,149,493,1047,274,380
ENSG00000115756,HPCAL1,protein_coding,NA,420,461.2857143,0,147,539,NA,NA,NA,NA,157,1249,NA,NA,582,402,153
ENSG00000110700,RPS13,protein_coding,NA,421,462.9,0,436,932,483,NA,NA,NA,237,346,613,348,828,130,276
ENSG00000122026,RPL21,protein_coding,NA,422,463.5,1,187,319,415,309,NA,190,1892,1321,68,110,227,283,241
ENSG00000166913,YWHAB,protein_coding,NA,423,463.5454545,1,114,212,243,51,NA,NA,861,301,323,604,950,628,812
ENSG00000147403,RPL10,protein_coding,NA,424,464,0,357,1026,218,253,NA,182,1277,796,212,233,379,425,210
ENSG00000021300,PLEKHB1,protein_coding,NA,425,465,1,1133,759,443,NA,87,238,175,837,431,310,314,583,270
ENSG00000117632,STMN1,protein_coding,NA,426,465.0833333,0,407,411,141,378,NA,219,989,995,325,615,309,443,349
ENSG00000231500,RPS18,protein_coding,NA,427,465.5454545,1,156,807,206,103,NA,NA,847,92,326,154,1040,703,687
ENSG00000186010,NDUFA13,protein_coding,NA,428,466.5454545,0,338,378,271,285,NA,NA,339,652,703,278,894,483,511
ENSG00000176340,COX8A,protein_coding,NA,429,467.0909091,0,184,645,325,280,NA,NA,493,223,223,516,973,571,705
ENSG00000241468,ATP5MF,protein_coding,NA,430,467.1428571,0,624,640,198,155,NA,NA,442,246,NA,NA,NA,NA,965
ENSG00000104964,TLE5,protein_coding,NA,431,469,0,395,630,332,376,NA,195,227,695,774,277,421,358,948
ENSG00000152377,SPOCK1,protein_coding,NA,432,470.4545455,4,796,392,313,NA,NA,123,1191,1287,74,68,78,88,765
ENSG00000164114,MAP9,protein_coding,NA,433,470.6,0,283,570,NA,NA,NA,NA,236,1046,218,NA,NA,NA,NA
ENSG00000185432,METTL7A,protein_coding,NA,434,472.1428571,2,547,990,NA,NA,NA,NA,340,678,87,37,NA,NA,626
ENSG00000171617,ENC1,protein_coding,NA,435,472.8888889,2,914,543,NA,NA,NA,NA,372,720,66,72,252,373,944
ENSG00000123562,MORF4L2,protein_coding,NA,436,474.9090909,2,313,832,288,88,NA,NA,1688,386,390,558,124,84,473
ENSG00000114391,RPL24,protein_coding,NA,437,475.5454545,1,202,548,542,90,NA,NA,739,167,598,400,1027,578,340
ENSG00000084731,KIF3C,protein_coding,NA,438,476.4,1,1144,803,NA,NA,NA,198,668,345,282,499,99,169,557
